timestamp,price_balancing_energy_positive,price_balancing_energy_negative
1599261300,0.1,0.1
1599262200,0.1,0.1
1599263100,0.1,0.1
1599264000,0.1,0.1
1599264900,0.1,0.1
1599265800,0.1,0.1
1599266700,0.1,0.1
1599267600,0.1,0.1
1599268500,0.1,0.1
1599269400,0.1,0.1
1599270300,0.1,0.1
1599271200,0.1,0.1
1599272100,0.1,0.1
1599273000,0.1,0.1
1599273900,0.1,0.1
1599274800,0.1,0.1
1599275700,0.1,0.1
1599276600,0.1,0.1
1599277500,0.1,0.1
1599278400,0.1,0.1
1599279300,0.1,0.1
1599280200,0.1,0.1
1599281100,0.1,0.1
1599282000,0.1,0.1
1599282900,0.1,0.1
1599283800,0.1,0.1
1599284700,0.1,0.1
1599285600,0.1,0.1
1599286500,0.1,0.1
1599287400,0.1,0.1
1599288300,0.1,0.1
1599289200,0.1,0.1
1599290100,0.1,0.1
1599291000,0.1,0.1
1599291900,0.1,0.1
1599292800,0.1,0.1
1599293700,0.1,0.1
1599294600,0.1,0.1
1599295500,0.1,0.1
1599296400,0.1,0.1
1599297300,0.1,0.1
1599298200,0.1,0.1
1599299100,0.1,0.1
1599300000,0.1,0.1
1599300900,0.1,0.1
1599301800,0.1,0.1
1599302700,0.1,0.1
1599303600,0.1,0.1
1599304500,0.1,0.1
1599305400,0.1,0.1
1599306300,0.1,0.1
1599307200,0.1,0.1
1599308100,0.1,0.1
1599309000,0.1,0.1
1599309900,0.1,0.1
1599310800,0.1,0.1
1599311700,0.1,0.1
1599312600,0.1,0.1
1599313500,0.1,0.1
1599314400,0.1,0.1
1599315300,0.1,0.1
1599316200,0.1,0.1
1599317100,0.1,0.1
1599318000,0.1,0.1
1599318900,0.1,0.1
1599319800,0.1,0.1
1599320700,0.1,0.1
1599321600,0.1,0.1
1599322500,0.1,0.1
1599323400,0.1,0.1
1599324300,0.1,0.1
1599325200,0.1,0.1
1599326100,0.1,0.1
1599327000,0.1,0.1
1599327900,0.1,0.1
1599328800,0.1,0.1
1599329700,0.1,0.1
1599330600,0.1,0.1
1599331500,0.1,0.1
1599332400,0.1,0.1
1599333300,0.1,0.1
1599334200,0.1,0.1
1599335100,0.1,0.1
1599336000,0.1,0.1
1599336900,0.1,0.1
1599337800,0.1,0.1
1599338700,0.1,0.1
1599339600,0.1,0.1
1599340500,0.1,0.1
1599341400,0.1,0.1
1599342300,0.1,0.1
1599343200,0.1,0.1
1599344100,0.1,0.1
1599345000,0.1,0.1
1599345900,0.1,0.1
1599346800,0.1,0.1
1599347700,0.1,0.1
1599348600,0.1,0.1
1599349500,0.1,0.1
1599350400,0.1,0.1
1599351300,0.1,0.1
1599352200,0.1,0.1
1599353100,0.1,0.1
1599354000,0.1,0.1
1599354900,0.1,0.1
1599355800,0.1,0.1
1599356700,0.1,0.1
1599357600,0.1,0.1
1599358500,0.1,0.1
1599359400,0.1,0.1
1599360300,0.1,0.1
1599361200,0.1,0.1
1599362100,0.1,0.1
1599363000,0.1,0.1
1599363900,0.1,0.1
1599364800,0.1,0.1
1599365700,0.1,0.1
1599366600,0.1,0.1
1599367500,0.1,0.1
1599368400,0.1,0.1
1599369300,0.1,0.1
1599370200,0.1,0.1
1599371100,0.1,0.1
1599372000,0.1,0.1
1599372900,0.1,0.1
1599373800,0.1,0.1
1599374700,0.1,0.1
1599375600,0.1,0.1
1599376500,0.1,0.1
1599377400,0.1,0.1
1599378300,0.1,0.1
1599379200,0.1,0.1
1599380100,0.1,0.1
1599381000,0.1,0.1
1599381900,0.1,0.1
1599382800,0.1,0.1
1599383700,0.1,0.1
1599384600,0.1,0.1
1599385500,0.1,0.1
1599386400,0.1,0.1
1599387300,0.1,0.1
1599388200,0.1,0.1
1599389100,0.1,0.1
1599390000,0.1,0.1
1599390900,0.1,0.1
1599391800,0.1,0.1
1599392700,0.1,0.1
1599393600,0.1,0.1
1599394500,0.1,0.1
1599395400,0.1,0.1
1599396300,0.1,0.1
1599397200,0.1,0.1
1599398100,0.1,0.1
1599399000,0.1,0.1
1599399900,0.1,0.1
1599400800,0.1,0.1
1599401700,0.1,0.1
1599402600,0.1,0.1
1599403500,0.1,0.1
1599404400,0.1,0.1
1599405300,0.1,0.1
1599406200,0.1,0.1
1599407100,0.1,0.1
1599408000,0.1,0.1
1599408900,0.1,0.1
1599409800,0.1,0.1
1599410700,0.1,0.1
1599411600,0.1,0.1
1599412500,0.1,0.1
1599413400,0.1,0.1
1599414300,0.1,0.1
1599415200,0.1,0.1
1599416100,0.1,0.1
1599417000,0.1,0.1
1599417900,0.1,0.1
1599418800,0.1,0.1
1599419700,0.1,0.1
1599420600,0.1,0.1
1599421500,0.1,0.1
1599422400,0.1,0.1
1599423300,0.1,0.1
1599424200,0.1,0.1
1599425100,0.1,0.1
1599426000,0.1,0.1
1599426900,0.1,0.1
1599427800,0.1,0.1
1599428700,0.1,0.1
1599429600,0.1,0.1
1599430500,0.1,0.1
1599431400,0.1,0.1
1599432300,0.1,0.1
1599433200,0.1,0.1
1599434100,0.1,0.1
1599435000,0.1,0.1
1599435900,0.1,0.1
1599436800,0.1,0.1
1599437700,0.1,0.1
1599438600,0.1,0.1
1599439500,0.1,0.1
1599440400,0.1,0.1
1599441300,0.1,0.1
1599442200,0.1,0.1
1599443100,0.1,0.1
1599444000,0.1,0.1
1599444900,0.1,0.1
1599445800,0.1,0.1
1599446700,0.1,0.1
1599447600,0.1,0.1
1599448500,0.1,0.1
1599449400,0.1,0.1
1599450300,0.1,0.1
1599451200,0.1,0.1
1599452100,0.1,0.1
1599453000,0.1,0.1
1599453900,0.1,0.1
1599454800,0.1,0.1
1599455700,0.1,0.1
1599456600,0.1,0.1
1599457500,0.1,0.1
1599458400,0.1,0.1
1599459300,0.1,0.1
1599460200,0.1,0.1
1599461100,0.1,0.1
1599462000,0.1,0.1
1599462900,0.1,0.1
1599463800,0.1,0.1
1599464700,0.1,0.1
1599465600,0.1,0.1
1599466500,0.1,0.1
1599467400,0.1,0.1
1599468300,0.1,0.1
1599469200,0.1,0.1
1599470100,0.1,0.1
1599471000,0.1,0.1
1599471900,0.1,0.1
1599472800,0.1,0.1
1599473700,0.1,0.1
1599474600,0.1,0.1
1599475500,0.1,0.1
1599476400,0.1,0.1
1599477300,0.1,0.1
1599478200,0.1,0.1
1599479100,0.1,0.1
1599480000,0.1,0.1
1599480900,0.1,0.1
1599481800,0.1,0.1
1599482700,0.1,0.1
1599483600,0.1,0.1
1599484500,0.1,0.1
1599485400,0.1,0.1
1599486300,0.1,0.1
1599487200,0.1,0.1
1599488100,0.1,0.1
1599489000,0.1,0.1
1599489900,0.1,0.1
1599490800,0.1,0.1
1599491700,0.1,0.1
1599492600,0.1,0.1
1599493500,0.1,0.1
1599494400,0.1,0.1
1599495300,0.1,0.1
1599496200,0.1,0.1
1599497100,0.1,0.1
1599498000,0.1,0.1
1599498900,0.1,0.1
1599499800,0.1,0.1
1599500700,0.1,0.1
1599501600,0.1,0.1
1599502500,0.1,0.1
1599503400,0.1,0.1
1599504300,0.1,0.1
1599505200,0.1,0.1
1599506100,0.1,0.1
1599507000,0.1,0.1
1599507900,0.1,0.1
1599508800,0.1,0.1
1599509700,0.1,0.1
1599510600,0.1,0.1
1599511500,0.1,0.1
1599512400,0.1,0.1
1599513300,0.1,0.1
1599514200,0.1,0.1
1599515100,0.1,0.1
1599516000,0.1,0.1
1599516900,0.1,0.1
1599517800,0.1,0.1
1599518700,0.1,0.1
1599519600,0.1,0.1
1599520500,0.1,0.1
1599521400,0.1,0.1
1599522300,0.1,0.1
1599523200,0.1,0.1
1599524100,0.1,0.1
1599525000,0.1,0.1
1599525900,0.1,0.1
1599526800,0.1,0.1
1599527700,0.1,0.1
1599528600,0.1,0.1
1599529500,0.1,0.1
1599530400,0.1,0.1
1599531300,0.1,0.1
1599532200,0.1,0.1
1599533100,0.1,0.1
1599534000,0.1,0.1
1599534900,0.1,0.1
1599535800,0.1,0.1
1599536700,0.1,0.1
1599537600,0.1,0.1
1599538500,0.1,0.1
1599539400,0.1,0.1
1599540300,0.1,0.1
1599541200,0.1,0.1
1599542100,0.1,0.1
1599543000,0.1,0.1
1599543900,0.1,0.1
1599544800,0.1,0.1
1599545700,0.1,0.1
1599546600,0.1,0.1
1599547500,0.1,0.1
1599548400,0.1,0.1
1599549300,0.1,0.1
1599550200,0.1,0.1
1599551100,0.1,0.1
1599552000,0.1,0.1
1599552900,0.1,0.1
1599553800,0.1,0.1
1599554700,0.1,0.1
1599555600,0.1,0.1
1599556500,0.1,0.1
1599557400,0.1,0.1
1599558300,0.1,0.1
1599559200,0.1,0.1
1599560100,0.1,0.1
1599561000,0.1,0.1
1599561900,0.1,0.1
1599562800,0.1,0.1
1599563700,0.1,0.1
1599564600,0.1,0.1
1599565500,0.1,0.1
1599566400,0.1,0.1
1599567300,0.1,0.1
1599568200,0.1,0.1
1599569100,0.1,0.1
1599570000,0.1,0.1
1599570900,0.1,0.1
1599571800,0.1,0.1
1599572700,0.1,0.1
1599573600,0.1,0.1
1599574500,0.1,0.1
1599575400,0.1,0.1
1599576300,0.1,0.1
1599577200,0.1,0.1
1599578100,0.1,0.1
1599579000,0.1,0.1
1599579900,0.1,0.1
1599580800,0.1,0.1
1599581700,0.1,0.1
1599582600,0.1,0.1
1599583500,0.1,0.1
1599584400,0.1,0.1
1599585300,0.1,0.1
1599586200,0.1,0.1
1599587100,0.1,0.1
1599588000,0.1,0.1
1599588900,0.1,0.1
1599589800,0.1,0.1
1599590700,0.1,0.1
1599591600,0.1,0.1
1599592500,0.1,0.1
1599593400,0.1,0.1
1599594300,0.1,0.1
1599595200,0.1,0.1
1599596100,0.1,0.1
1599597000,0.1,0.1
1599597900,0.1,0.1
1599598800,0.1,0.1
1599599700,0.1,0.1
1599600600,0.1,0.1
1599601500,0.1,0.1
1599602400,0.1,0.1
1599603300,0.1,0.1
1599604200,0.1,0.1
1599605100,0.1,0.1
1599606000,0.1,0.1
1599606900,0.1,0.1
1599607800,0.1,0.1
1599608700,0.1,0.1
1599609600,0.1,0.1
1599610500,0.1,0.1
1599611400,0.1,0.1
1599612300,0.1,0.1
1599613200,0.1,0.1
1599614100,0.1,0.1
1599615000,0.1,0.1
1599615900,0.1,0.1
1599616800,0.1,0.1
1599617700,0.1,0.1
1599618600,0.1,0.1
1599619500,0.1,0.1
1599620400,0.1,0.1
1599621300,0.1,0.1
1599622200,0.1,0.1
1599623100,0.1,0.1
1599624000,0.1,0.1
1599624900,0.1,0.1
1599625800,0.1,0.1
1599626700,0.1,0.1
1599627600,0.1,0.1
1599628500,0.1,0.1
1599629400,0.1,0.1
1599630300,0.1,0.1
1599631200,0.1,0.1
1599632100,0.1,0.1
1599633000,0.1,0.1
1599633900,0.1,0.1
1599634800,0.1,0.1
1599635700,0.1,0.1
1599636600,0.1,0.1
1599637500,0.1,0.1
1599638400,0.1,0.1
1599639300,0.1,0.1
1599640200,0.1,0.1
1599641100,0.1,0.1
1599642000,0.1,0.1
1599642900,0.1,0.1
1599643800,0.1,0.1
1599644700,0.1,0.1
1599645600,0.1,0.1
1599646500,0.1,0.1
1599647400,0.1,0.1
1599648300,0.1,0.1
1599649200,0.1,0.1
1599650100,0.1,0.1
1599651000,0.1,0.1
1599651900,0.1,0.1
1599652800,0.1,0.1
1599653700,0.1,0.1
1599654600,0.1,0.1
1599655500,0.1,0.1
1599656400,0.1,0.1
1599657300,0.1,0.1
1599658200,0.1,0.1
1599659100,0.1,0.1
1599660000,0.1,0.1
1599660900,0.1,0.1
1599661800,0.1,0.1
1599662700,0.1,0.1
1599663600,0.1,0.1
1599664500,0.1,0.1
1599665400,0.1,0.1
1599666300,0.1,0.1
1599667200,0.1,0.1
1599668100,0.1,0.1
1599669000,0.1,0.1
1599669900,0.1,0.1
1599670800,0.1,0.1
1599671700,0.1,0.1
1599672600,0.1,0.1
1599673500,0.1,0.1
1599674400,0.1,0.1
1599675300,0.1,0.1
1599676200,0.1,0.1
1599677100,0.1,0.1
1599678000,0.1,0.1
1599678900,0.1,0.1
1599679800,0.1,0.1
1599680700,0.1,0.1
1599681600,0.1,0.1
1599682500,0.1,0.1
1599683400,0.1,0.1
1599684300,0.1,0.1
1599685200,0.1,0.1
1599686100,0.1,0.1
1599687000,0.1,0.1
1599687900,0.1,0.1
1599688800,0.1,0.1
1599689700,0.1,0.1
1599690600,0.1,0.1
1599691500,0.1,0.1
1599692400,0.1,0.1
1599693300,0.1,0.1
1599694200,0.1,0.1
1599695100,0.1,0.1
1599696000,0.1,0.1
1599696900,0.1,0.1
1599697800,0.1,0.1
1599698700,0.1,0.1
1599699600,0.1,0.1
1599700500,0.1,0.1
1599701400,0.1,0.1
1599702300,0.1,0.1
1599703200,0.1,0.1
1599704100,0.1,0.1
1599705000,0.1,0.1
1599705900,0.1,0.1
1599706800,0.1,0.1
1599707700,0.1,0.1
1599708600,0.1,0.1
1599709500,0.1,0.1
1599710400,0.1,0.1
1599711300,0.1,0.1
1599712200,0.1,0.1
1599713100,0.1,0.1
1599714000,0.1,0.1
1599714900,0.1,0.1
1599715800,0.1,0.1
1599716700,0.1,0.1
1599717600,0.1,0.1
1599718500,0.1,0.1
1599719400,0.1,0.1
1599720300,0.1,0.1
1599721200,0.1,0.1
1599722100,0.1,0.1
1599723000,0.1,0.1
1599723900,0.1,0.1
1599724800,0.1,0.1
1599725700,0.1,0.1
1599726600,0.1,0.1
1599727500,0.1,0.1
1599728400,0.1,0.1
1599729300,0.1,0.1
1599730200,0.1,0.1
1599731100,0.1,0.1
1599732000,0.1,0.1
1599732900,0.1,0.1
1599733800,0.1,0.1
1599734700,0.1,0.1
1599735600,0.1,0.1
1599736500,0.1,0.1
1599737400,0.1,0.1
1599738300,0.1,0.1
1599739200,0.1,0.1
1599740100,0.1,0.1
1599741000,0.1,0.1
1599741900,0.1,0.1
1599742800,0.1,0.1
1599743700,0.1,0.1
1599744600,0.1,0.1
1599745500,0.1,0.1
1599746400,0.1,0.1
1599747300,0.1,0.1
1599748200,0.1,0.1
1599749100,0.1,0.1
1599750000,0.1,0.1
1599750900,0.1,0.1
1599751800,0.1,0.1
1599752700,0.1,0.1
1599753600,0.1,0.1
1599754500,0.1,0.1
1599755400,0.1,0.1
1599756300,0.1,0.1
1599757200,0.1,0.1
1599758100,0.1,0.1
1599759000,0.1,0.1
1599759900,0.1,0.1
1599760800,0.1,0.1
1599761700,0.1,0.1
1599762600,0.1,0.1
1599763500,0.1,0.1
1599764400,0.1,0.1
1599765300,0.1,0.1
1599766200,0.1,0.1
1599767100,0.1,0.1
1599768000,0.1,0.1
1599768900,0.1,0.1
1599769800,0.1,0.1
1599770700,0.1,0.1
1599771600,0.1,0.1
1599772500,0.1,0.1
1599773400,0.1,0.1
1599774300,0.1,0.1
1599775200,0.1,0.1
1599776100,0.1,0.1
1599777000,0.1,0.1
1599777900,0.1,0.1
1599778800,0.1,0.1
1599779700,0.1,0.1
1599780600,0.1,0.1
1599781500,0.1,0.1
1599782400,0.1,0.1
1599783300,0.1,0.1
1599784200,0.1,0.1
1599785100,0.1,0.1
1599786000,0.1,0.1
1599786900,0.1,0.1
1599787800,0.1,0.1
1599788700,0.1,0.1
1599789600,0.1,0.1
1599790500,0.1,0.1
1599791400,0.1,0.1
1599792300,0.1,0.1
1599793200,0.1,0.1
1599794100,0.1,0.1
1599795000,0.1,0.1
1599795900,0.1,0.1
1599796800,0.1,0.1
1599797700,0.1,0.1
1599798600,0.1,0.1
1599799500,0.1,0.1
1599800400,0.1,0.1
1599801300,0.1,0.1
1599802200,0.1,0.1
1599803100,0.1,0.1
1599804000,0.1,0.1
1599804900,0.1,0.1
1599805800,0.1,0.1
1599806700,0.1,0.1
1599807600,0.1,0.1
1599808500,0.1,0.1
1599809400,0.1,0.1
1599810300,0.1,0.1
1599811200,0.1,0.1
1599812100,0.1,0.1
1599813000,0.1,0.1
1599813900,0.1,0.1
1599814800,0.1,0.1
1599815700,0.1,0.1
1599816600,0.1,0.1
1599817500,0.1,0.1
1599818400,0.1,0.1
1599819300,0.1,0.1
1599820200,0.1,0.1
1599821100,0.1,0.1
1599822000,0.1,0.1
1599822900,0.1,0.1
1599823800,0.1,0.1
1599824700,0.1,0.1
1599825600,0.1,0.1
1599826500,0.1,0.1
1599827400,0.1,0.1
1599828300,0.1,0.1
1599829200,0.1,0.1
1599830100,0.1,0.1
1599831000,0.1,0.1
1599831900,0.1,0.1
1599832800,0.1,0.1
1599833700,0.1,0.1
1599834600,0.1,0.1
1599835500,0.1,0.1
1599836400,0.1,0.1
1599837300,0.1,0.1
1599838200,0.1,0.1
1599839100,0.1,0.1
1599840000,0.1,0.1
1599840900,0.1,0.1
1599841800,0.1,0.1
1599842700,0.1,0.1
1599843600,0.1,0.1
1599844500,0.1,0.1
1599845400,0.1,0.1
1599846300,0.1,0.1
1599847200,0.1,0.1
1599848100,0.1,0.1
1599849000,0.1,0.1
1599849900,0.1,0.1
1599850800,0.1,0.1
1599851700,0.1,0.1
1599852600,0.1,0.1
1599853500,0.1,0.1
1599854400,0.1,0.1
1599855300,0.1,0.1
1599856200,0.1,0.1
1599857100,0.1,0.1
1599858000,0.1,0.1
1599858900,0.1,0.1
1599859800,0.1,0.1
1599860700,0.1,0.1
1599861600,0.1,0.1
1599862500,0.1,0.1
1599863400,0.1,0.1
1599864300,0.1,0.1
1599865200,0.1,0.1
1599866100,0.1,0.1
1599867000,0.1,0.1
1599867900,0.1,0.1
1599868800,0.1,0.1
1599869700,0.1,0.1
1599870600,0.1,0.1
1599871500,0.1,0.1
1599872400,0.1,0.1
1599873300,0.1,0.1
1599874200,0.1,0.1
1599875100,0.1,0.1
